"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,56,56,51,67,51
Admitidas (presentadas en el centro),41,49,50,53,42
Admitidas (presentadas en otro centro),0,1,0,1,4
No admitidas (presentadas en el centro),15,6,1,13,5
