"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,221,254,233,222,251
Admitidas (presentadas en el centro),169,166,165,177,176
Admitidas (presentadas en otro centro),0,4,4,4,4
No admitidas (presentadas en el centro),62,84,64,41,70
