"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,63,60,60,66,38
Admitidas,57,48,52,59,35
No admitidas,6,12,8,7,3
