"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,116,118,122,146,182
Admitidas (presentadas en el centro),96,106,104,136,168
Admitidas (presentadas en otro centro),0,2,2,1,2
No admitidas (presentadas en el centro),23,10,16,9,12
