"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,189,170,145,164,94
Admitidas,129,125,108,149,84
No admitidas,60,45,37,15,10
