"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,122,124,114,110,121
Admitidas (presentadas en el centro),71,76,78,85,95
Admitidas (presentadas en otro centro),0,2,1,3,3
No admitidas (presentadas en el centro),56,46,35,22,23
