"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,127,105,106,115,133
Admitidas,119,74,84,91,110
No admitidas,8,31,22,24,23
