"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,83,48,51,31,37
Admitidas,51,40,39,26,30
No admitidas,32,8,12,5,7
