"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,78,73,72,67,68
Admitidas (presentadas en el centro),55,67,67,65,63
Admitidas (presentadas en otro centro),0,1,3,1,2
No admitidas (presentadas en el centro),28,5,2,1,3
