"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,43,47,45,41,39
Admitidas,43,43,38,37,35
No admitidas,0,4,7,4,4
