"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,16,9,19,29,49
Admitidas,13,0,1,10,10
No admitidas,3,9,18,19,39
