"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,152,146,145,129,126
Admitidas,130,114,123,100,97
No admitidas,22,32,22,29,29
