"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,51,26,30,28,16
Admitidas,29,22,18,20,16
No admitidas,22,4,12,8,0
