"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,75,45,69,60,45
Admitidas,50,37,55,57,40
No admitidas,25,8,14,3,5
