"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,168,159,176,185,183
Admitidas,151,133,131,150,145
No admitidas,17,26,45,35,38
