"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,68,63,49,37,56
Admitidas,48,47,39,31,40
No admitidas,20,16,10,6,16
