"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,127,127,125,123,126
Admitidas (presentadas en el centro),104,123,117,121,115
Admitidas (presentadas en otro centro),0,3,2,1,3
No admitidas (presentadas en el centro),25,1,6,1,8
