"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,80,72,66,75,74
Admitidas,71,59,54,42,42
No admitidas,9,13,12,33,32
