"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,17,40,41,47,46
Admitidas,1,3,2,3,0
No admitidas,16,37,39,44,46
