"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,246,247,273,209,260
Admitidas,167,163,169,167,159
No admitidas,79,84,104,42,101
