"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,123,152,163,149,156
Admitidas (presentadas en el centro),52,49,59,57,58
Admitidas (presentadas en otro centro),0,8,3,5,4
No admitidas (presentadas en el centro),77,92,100,84,93
