"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,202,267,243,251,237
Admitidas,193,226,231,207,212
No admitidas,9,41,12,44,25
