"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,71,62,66,49,63
Admitidas,65,47,59,46,55
No admitidas,6,15,7,3,8
