"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,156,151,144,133,328
Admitidas,142,129,122,107,109
No admitidas,14,22,22,26,219
