"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,138,123,103,108,106
Admitidas (presentadas en el centro),98,92,89,86,89
Admitidas (presentadas en otro centro),0,11,10,4,9
No admitidas (presentadas en el centro),40,20,3,18,8
