"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,156,141,112,137,138
Admitidas,130,114,97,115,116
No admitidas,26,27,15,22,22
