"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,46,53,45,33,38
Admitidas,45,47,40,32,35
No admitidas,1,6,5,1,3
