"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,7,4,0,4,6
Admitidas,3,2,0,2,6
No admitidas,4,2,0,2,0
