"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,12,10,25,13
Admitidas,3,5,5,7,1
No admitidas,5,7,5,18,12
