"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,10,6,9,7
Admitidas,4,3,1,0,0
No admitidas,4,7,5,9,7
