"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,192,204,192,200,199
Admitidas (presentadas en el centro),152,151,156,156,162
Admitidas (presentadas en otro centro),0,5,4,5,3
No admitidas (presentadas en el centro),41,48,32,39,34
