"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,140,175,157,165,159
Admitidas (presentadas en el centro),108,134,119,144,137
Admitidas (presentadas en otro centro),0,2,7,5,6
No admitidas (presentadas en el centro),33,38,31,16,16
