"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,140,189,114,151,125
Admitidas,110,133,90,103,110
No admitidas,30,56,24,48,15
