"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,104,109,90,87,90
Admitidas,78,96,79,71,79
No admitidas,26,13,11,16,11
