"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,86,82,145,116,162
Admitidas,72,40,74,69,107
No admitidas,14,42,71,47,55
