"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,21,23,9,16,6
Admitidas,21,23,9,16,6
No admitidas,0,0,0,0,0
