"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,91,55,59,52,40
Admitidas,75,46,55,46,39
No admitidas,16,9,4,6,1
