"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,71,55,68,65,80
Admitidas,67,51,67,63,63
No admitidas,4,4,1,2,17
