"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,126,122,137,118,148
Admitidas,109,105,101,100,120
No admitidas,17,17,36,18,28
