"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,55,23,36,32,25
Admitidas,51,21,36,32,23
No admitidas,4,2,0,0,2
