"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,70,72,68,65,60
Admitidas (presentadas en el centro),50,51,57,47,36
Admitidas (presentadas en otro centro),0,5,3,3,10
No admitidas (presentadas en el centro),21,16,7,14,13
