"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,49,56,45,52,35
Admitidas,48,55,42,41,33
No admitidas,1,1,3,11,2
