"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,161,145,121,110,121
Admitidas,139,126,113,97,86
No admitidas,22,19,8,13,35
