"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,182,207,172,164,186
Admitidas (presentadas en el centro),136,151,137,132,133
Admitidas (presentadas en otro centro),0,2,5,2,3
No admitidas (presentadas en el centro),46,54,30,30,50
