"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,134,137,93,63,76
Admitidas,96,95,83,61,70
No admitidas,38,42,10,2,6
