"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,80,94,86,72,65
Admitidas,62,38,59,45,50
No admitidas,18,56,27,27,15
