"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,91,113,95,121,107
Admitidas,83,102,87,112,88
No admitidas,8,11,8,9,19
