"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,136,146,151,130,127
Admitidas,113,135,139,117,110
No admitidas,23,11,12,13,17
