"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,155,167,140,149,134
Admitidas (presentadas en el centro),130,141,124,130,127
Admitidas (presentadas en otro centro),0,5,6,6,2
No admitidas (presentadas en el centro),25,19,10,13,5
