"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,12,7,12,9,7
Admitidas,5,1,3,2,6
No admitidas,7,6,9,7,1
