"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,94,96,93,81,97
Admitidas (presentadas en el centro),78,71,73,63,79
Admitidas (presentadas en otro centro),0,6,6,2,8
No admitidas (presentadas en el centro),18,19,14,16,10
