"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,80,88,89,98,97
Admitidas,71,76,60,60,59
No admitidas,9,12,29,38,38
