"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,15,9,6,10,11
Admitidas,13,0,0,8,5
No admitidas,2,9,6,2,6
