"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,75,49,55,48,39
Admitidas,51,43,45,40,33
No admitidas,24,6,10,8,6
