"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,219,164,202,205,205
Admitidas (presentadas en el centro),163,134,166,154,166
Admitidas (presentadas en otro centro),0,5,6,6,6
No admitidas (presentadas en el centro),58,25,30,45,33
