"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,61,19,58,58,58
Admitidas,57,12,21,23,33
No admitidas,4,7,37,35,25
