"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,111,123,107,119,107
Admitidas (presentadas en el centro),70,74,66,69,71
Admitidas (presentadas en otro centro),0,0,1,1,1
No admitidas (presentadas en el centro),52,49,39,49,35
