"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,98,105,99,87,109
Admitidas (presentadas en el centro),91,100,82,84,101
Admitidas (presentadas en otro centro),0,2,5,3,3
No admitidas (presentadas en el centro),7,3,12,0,5
