"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,135,168,145,115,115
Admitidas (presentadas en el centro),76,77,80,66,67
Admitidas (presentadas en otro centro),0,3,2,1,2
No admitidas (presentadas en el centro),60,87,60,48,44
