"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,133,116,111,117,146
Admitidas,120,86,93,94,106
No admitidas,13,30,18,23,40
