"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,201,211,220,214,188
Admitidas (presentadas en el centro),150,149,157,161,151
Admitidas (presentadas en otro centro),0,4,5,2,1
No admitidas (presentadas en el centro),57,58,58,51,36
