"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,167,154,166,163,154
Admitidas (presentadas en el centro),114,110,109,106,105
Admitidas (presentadas en otro centro),0,3,4,6,10
No admitidas (presentadas en el centro),55,41,52,51,37
