"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,152,149,146,141,152
Admitidas (presentadas en el centro),123,129,133,126,131
Admitidas (presentadas en otro centro),0,10,6,8,9
No admitidas (presentadas en el centro),30,9,7,7,12
