"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,172,172,138,98,102
Admitidas,139,108,118,78,99
No admitidas,33,64,20,20,3
